,city,college,heightFt,heightIn,location,player,position,rank,rate,school,score,state,weight,year
130114,Muskego,Wisconsin,6,5,"Muskego, WI, united states of america",Kyle Costigan,OG,2023,2,Muskego,0.7889,WI,270,2010
130115,Woodstock,Western Michigan,6,4,"Woodstock, IL, united states of america",Mike Liedtke,WDE,2024,2,Woodstock,0.7889,IL,241,2010
130116,Tehachapi,Oregon,6,2,"Tehachapi, CA, united states of america",Drew Howell,OC,2025,2,Tehachapi,0.7889,CA,210,2010
130117,Lakeland,Florida Atlantic,,,"Lakeland, FL, united states of america",Marcus Cunningham,WR,2026,2,Kathleen,0.7889,FL,-,2010
130118,Cypress,Tulane,6,1,"Cypress, TX, united states of america",Dominique Robertson,OLB,2027,2,Cy Woods,0.7889,TX,195,2010
130119,Tarpon Springs,Army,6,5,"Tarpon Springs, FL, united states of america",Bobby Lyons,ILB,2028,2,East Lake,0.7889,FL,230,2010
130120,Highland Park,Temple,6,0,"Highland Park, NJ, united states of america",Nate Smith,ILB,2029,2,Highland Park,0.7889,NJ,220,2010
130121,Concord,Army,6,4,"Concord, CA, united states of america",Tom Hickel,OT,2030,2,De La Salle,0.7889,CA,265,2010
130122,Mchenry,Illinois,6,3,"Mchenry, IL, united states of america",Jake Howe,SDE,2031,2,McHenry  East,0.7889,IL,260,2010
130123,Spring,SMU,5,11,"Spring, TX, united states of america",Arthur Londy,WR,2032,2,Spring HS,0.7889,TX,175,2010
130124,Wylie,UTEP,6,2,"Wylie, TX, united states of america",Aaron Morris,WR,2033,2,Wylie,0.7889,TX,175,2010
130125,Rolling Meadows,NoCollege,6,3,"Rolling Meadows, IL, united states of america",Jimmy Garoppolo,PRO,2034,2,Rolling Meadows,0.7889,IL,208,2010
130126,American Fork,Brigham Young,6,3,"American Fork, UT, united states of america",Sae Tautu,OLB,2035,2,Lone Peak,0.7889,UT,230,2010
130127,Moreno Valley,Nevada,6,0,"Moreno Valley, CA, united states of america",Necho Beard,WR,2036,2,Rancho Verde,0.7889,CA,186,2010
130128,Bolingbrook,Eastern Michigan,6,3,"Bolingbrook, IL, united states of america",Jeremy Curry,WDE,2037,2,Bolingbrook,0.7889,IL,225,2010
130129,Alexandria,Louisiana-Lafayette,6,0,"Alexandria, LA, united states of america",Daryl Surgent,WR,2038,2,Alexandria,0.7889,LA,170,2010
130130,Springhill,Louisiana Tech,5,9,"Springhill, LA, united states of america",Charcandrick West,RB,2039,2,Springhill Junior-senior,0.7889,LA,193,2010
130131,Huntsville,Troy,6,4,"Huntsville, AL, united states of america",Terrence Jones,OG,2040,2,Huntsville,0.7889,AL,315,2010
130132,DeSoto,UTEP,5,11,"DeSoto, TX, united states of america",Traun Roberson,CB,2041,2,DeSoto,0.7889,TX,180,2010
130133,Germantown,Navy,5,8,"Germantown, MD, united states of america",Hassan Dixon,RB,2042,2,Northwest,0.7889,MD,163,2010
130134,Abilene,Rice,6,4,"Abilene, TX, united states of america",Drew Carroll,OG,2043,2,Abilene,0.7889,TX,280,2010
130135,Fairfax,Temple,6,4,"Fairfax, VA, united states of america",Connor Reilly,DUAL,2044,2,Woodson,0.7889,VA,180,2010
130136,Pickerington,Kent State,5,11,"Pickerington, OH, united states of america",Malcolm Pannell,CB,2045,2,Pickerington Central,0.7889,OH,170,2010
130137,Chicago,Ball State,6,2,"Chicago, IL, united states of america",Matthew Mosley,OLB,2046,2,Morgan Park,0.7889,IL,231,2010
130138,El Paso,New Mexico State,6,4,"El Paso, TX, united states of america",Davonte Wallace,OT,2047,2,Irvin,0.7889,TX,250,2010
130139,Youngstown,Toledo,6,1,"Youngstown, OH, united states of america",Dawalyn Harper,ILB,2048,2,Ursuline,0.7889,OH,220,2010
130140,Fort Myers,Western Kentucky,6,0,"Fort Myers, FL, united states of america",Joel German,WR,2049,2,Dunbar,0.7889,FL,170,2010
130141,Columbus,Akron,5,10,"Columbus, OH, united states of america",Carl Washington,CB,2050,2,Eastmoor Academy,0.7889,OH,175,2010
130142,Haines City,Western Kentucky,5,11,"Haines City, FL, united states of america",Kadeem Jones,FB,2051,2,Haines City Senior,0.7889,FL,250,2010
130143,Madisonville,Ball State,6,1,"Madisonville, KY, united states of america",J.C. Wade,S,2052,2,Madisonville North Hopkins,0.7889,KY,180,2010
130144,Lansing,Central Michigan,6,2,"Lansing, MI, united states of america",Andy Phillips,SDE,2053,2,Waverly Senior,0.7889,MI,259,2010
130845,Adamsville,Tennessee,6,2,"Adamsville, AL, united states of america",Raiques Crump,OLB,2054,2,Minor,0.7889,AL,220,2010
130846,Park Ridge,Eastern Michigan,6,3,"Park Ridge, IL, united states of america",Tyler Benz,DUAL,2055,2,Maine South,0.7889,IL,218,2010
130847,Lakeland,Western Kentucky,6,1,"Lakeland, FL, united states of america",Andrew Jackson,ILB,2056,2,Kathleen,0.7889,FL,225,2010
130848,Lincoln,Nebraska,6,7,"Lincoln, NE, united states of america",Jake Cotton,SDE,2057,2,Lincoln Southeast,0.7889,NE,265,2010
130849,Indianapolis,Toledo,5,10,"Indianapolis, IN, united states of america",Keith Suggs,CB,2058,2,Ben Davis,0.7889,IN,185,2010
130850,Danielsville,UAB,6,5,"Danielsville, GA, united states of america",Connor Boyett,SDE,2059,2,Madison County,0.7889,GA,248,2010
130851,Little Chute,Indiana,6,4,"Little Chute, WI, united states of america",Cody Evers,OG,2060,2,Little Chute,0.7889,WI,317,2010
130852,Apopka,Eastern Michigan,6,1,"Apopka, FL, united states of america",Donald Scott,WR,2061,2,Apopka,0.7889,FL,175,2010
130853,Oceanside,San Diego State,6,1,"Oceanside, CA, united states of america",Kenneth Galea'i,DT,2062,2,Oceanside,0.7889,CA,280,2010
130854,Harrison Township,Central Michigan,6,1,"Harrison Township, MI, united states of america",Tyler Lombardo,FB,2063,2,L'anse Creuse,0.7889,MI,225,2010
130855,Miami,Western Kentucky,6,3,"Miami, FL, united states of america",William Berner,OG,2064,2,Felix Varela Senior,0.7889,FL,280,2010
130856,Toledo,Toledo,6,3,"Toledo, OH, united states of america",E.J. Tucker,DUAL,2065,2,Rogers,0.7889,OH,200,2010
130857,Murfreesboro,Navy,6,3,"Murfreesboro, TN, united states of america",Chris Mayes,OG,2065,2,Riverdale,0.7889,TN,290,2010
130858,Columbia,Wyoming,6,4,"Columbia, MO, united states of america",Skyler Hinton,OG,2067,2,Rock Bridge,0.7889,MO,305,2010
130859,Oakland,Washington,6,2,"Oakland, CA, united states of america",DiAndre Campbell,ATH,2068,2,Oakland Technical,0.7889,CA,175,2010
130860,Slidell,FIU,6,4,"Slidell, LA, united states of america",Isame Faciane,SDE,2069,2,Salmen,0.7889,LA,240,2010
130861,Valdosta,Tennessee,6,3,"Valdosta, GA, united states of america",Dontavis Sapp,S,2070,2,Valdosta,0.7889,GA,205,2010
130862,Honolulu,Hawaii,6,3,"Honolulu, HI, united states of america",Frank Loyd,OG,2071,2,Moanalua,0.7889,HI,260,2010
130863,Austin,Rice,6,3,"Austin, TX, united states of america",Trevor Gillette,TE,2072,2,Lake Travis,0.7889,TX,215,2010
130864,Omaha,Nebraska,6,0,"Omaha, NE, united states of america",Bronson Marsh,ATH,2073,2,Millard South,0.7889,NE,200,2010
130865,Iowa City,Iowa State,6,6,"Iowa City, IA, united states of america",Jacob Gannon,OT,2074,2,West Senior,0.7889,IA,255,2010
130866,Franklin,Middle Tennessee State,6,3,"Franklin, TN, united states of america",Isaiah Anderson,OT,2075,2,Franklin,0.7889,TN,295,2010
130867,Spokane,UNLV,6,4,"Spokane, WA, united states of america",Kjelby Oiland,DT,2076,2,Ferris,0.7889,WA,270,2010
130868,Sterling,Northern Illinois,6,5,"Sterling, IL, united states of america",Tyler Loos,OT,2077,2,Sterling,0.7889,IL,270,2010
130869,Scotts Valley,San Jose State,,,"Scotts Valley, CA, united states of america",Blake Jurich,PRO,2078,2,Scotts Valley,0.7889,CA,-,2010
130870,Painesville,Akron,6,0,"Painesville, OH, united states of america",Lawrence Smith,ATH,2079,2,Riverside Jr/sr,0.7889,OH,190,2010
130871,Damascus,Army,6,0,"Damascus, MD, united states of america",Brian Lucas,RB,2080,2,Damascus,0.7889,MD,215,2010
130872,Norcross,Western Kentucky,5,10,"Norcross, GA, united states of america",Arius Wright,CB,2081,2,Norcross,0.7889,GA,175,2010
130873,Utica,Central Michigan,6,5,"Utica, MI, united states of america",Joe Wirth,WDE,2082,2,Eisenhower,0.7889,MI,230,2010
130874,Rancho Cucamonga,UTEP,6,5,"Rancho Cucamonga, CA, united states of america",Nick Martin,OT,2083,2,Los Osos,0.7889,CA,300,2010
130875,Clinton Township,Central Michigan,6,6,"Clinton Township, MI, united states of america",Leterrius Walton,OT,2084,2,Clintondale,0.7889,MI,280,2010
130876,Thomaston,Auburn,6,2,"Thomaston, GA, united states of america",Tunde Fariyike,OG,2085,2,Upson-Lee,0.7889,GA,307,2010
130877,Spencerville,Ball State,6,3,"Spencerville, OH, united states of america",Tyler Obringer,OG,2086,2,Spencerville,0.7889,OH,279,2010
130878,Romeo,Central Michigan,6,0,"Romeo, MI, united states of america",Ben Brown,RB,2087,2,Romeo,0.7889,MI,230,2010
130879,Austin,Baylor,6,1,"Austin, TX, united states of america",Bryce Hager,ILB,2088,2,Westlake,0.7889,TX,212,2010
130880,Sandy,Utah State,6,2,"Sandy, UT, united states of america",Parker Hausknecht,OLB,2088,2,Alta,0.7889,UT,200,2010
130881,San Diego,New Mexico State,6,2,"San Diego, CA, united states of america",Anthony Joyner,ILB,2090,2,Point Loma,0.7889,CA,218,2010
130882,Mesquite,Wyoming,5,11,"Mesquite, TX, united states of america",Emory Miller Jr.,DUAL,2091,2,Horn,0.7889,TX,195,2010
130883,Grand Rapids,Michigan State,6,0,"Grand Rapids, MI, united states of america",Niko Palazeti,FB,2092,2,Catholic Central,0.7889,MI,230,2010
130884,Pawling,Tulane,6,8,"Pawling, NY, united states of america",Sean Donnelly,OT,2093,2,Trinity-Pawling School,0.7889,NY,290,2010
130885,Crowley,Louisiana-Lafayette,6,2,"Crowley, LA, united states of america",Jacob Molbert,WDE,2094,2,Notre Dame,0.7889,LA,205,2010
130886,Sparks,Nevada,,,"Sparks, NV, united states of america",Luke Arciniega,OLB,2095,2,Spanish Springs,0.7889,NV,-,2010
130887,Lebanon,Kent State,6,5,"Lebanon, OH, united states of america",Elias Sayre,SDE,2096,2,Lebanon,0.7889,OH,265,2010
130888,Tomball,Tulane,6,6,"Tomball, TX, united states of america",Matt Marfisi,TE,2097,2,Tomball,0.7889,TX,225,2010
130889,New Iberia,Tulane,6,2,"New Iberia, LA, united states of america",Taylor Bullock,DUAL,2098,2,New Iberia,0.7889,LA,200,2010
130890,Opa Locka,Purdue,6,0,"Opa Locka, FL, united states of america",Normando Harris,CB,2099,2,Monsignor Pace,0.7889,FL,172,2010
130891,Tampa,Hawaii,5,7,"Tampa, FL, united states of america",Allen Sampson,WR,2100,2,Plant,0.7889,FL,142,2010
130892,Wheeling,Western Michigan,5,10,"Wheeling, IL, united states of america",Weston Ross,RB,2101,2,Wheeling,0.7889,IL,184,2010
130893,Hialeah,Western Michigan,6,2,"Hialeah, FL, united states of america",Manual Diaz,WDE,2102,2,Hialeah-Miami Lakes,0.7882,FL,193,2010
130894,Minneapolis,Minnesota,6,1,"Minneapolis, MN, united states of america",J.D. Pride,DUAL,2103,2,Totino-Grace,0.7878,MN,190,2010
131595,Plymouth,Army,6,2,"Plymouth, PA, united states of america",A.J. McGovern,OG,2104,2,Wyoming Valley West,0.7878,PA,282,2010
131596,Sulphur Springs,North Texas,6,2,"Sulphur Springs, TX, united states of america",Mason Y'Barbo,OG,2105,2,Sulphur Springs,0.7870,TX,290,2010
131597,Dallas,North Texas,6,4,"Dallas, TX, united states of america",Graylin Hawkins,OG,2106,2,Skyline,0.7870,TX,240,2010
131598,Raleigh,N.C. State,5,11,"Raleigh, NC, united states of america",Peter Singer,S,2107,2,Athens Drive,0.7870,NC,185,2010
131599,Raleigh,N.C. State,5,11,"Raleigh, NC, united states of america",Pete Singer,S,2108,2,Athens Drive,0.7870,NC,190,2010
131600,Mckeesport,Kent State,6,2,"Mckeesport, PA, united states of america",Carlows Brown,ILB,2109,2,McKeesport,0.7865,PA,240,2010
131601,Dearborn,Central Michigan,5,10,"Dearborn, MI, united states of america",Kevin King,RB,2110,2,Edsel Ford,0.7865,MI,175,2010
131602,Pearl City,Hawaii,6,4,"Pearl City, HI, united states of america",David Lefotu,OG,2111,2,Pearl City,0.7865,HI,290,2010
131603,Flint,Eastern Michigan,6,7,"Flint, MI, united states of america",Bobby McFadden,OT,2112,2,Carman-Ainsworth,0.7865,MI,268,2010
131604,Cocoa,Eastern Michigan,6,5,"Cocoa, FL, united states of america",Josh Woods,OT,2113,2,Cocoa,0.7865,FL,299,2010
131605,Columbus,Ohio State,5,7,"Columbus, OH, united states of america",Adam Griffin,CB,2114,2,St. Francis De Sales,0.7865,OH,178,2010
131606,Tallahassee,Troy,5,10,"Tallahassee, FL, united states of america",Camren Hudson,CB,2115,2,James Rickards,0.7861,FL,193,2010
131607,Bridgeport,West Virginia,6,1,"Bridgeport, WV, united states of america",Wes Tonkery,S,2116,2,Bridgeport,0.7861,WV,190,2010
131608,Ashburn,Wake Forest,6,2,"Ashburn, VA, united states of america",Patrick Thompson,OLB,2117,2,Stone Bridge,0.7833,VA,200,2010
131609,Evanston,Tulane,6,6,"Evanston, IL, united states of america",Pat Husain,OT,2118,2,Evanston Township,0.7831,IL,298,2010
131610,Evanston,Tulane,6,7,"Evanston, IL, united states of america",Patrick Husain,OT,2119,2,Evanston Township,0.7831,IL,260,2010
131611,Tulsa,Louisiana-Monroe,6,3,"Tulsa, OK, united states of america",Ray Stovall,WDE,2120,2,Booker T. Washington,0.7829,OK,192,2010
131612,Woodbridge,Ohio,6,1,"Woodbridge, VA, united states of america",Anthony Grady Jr.,OLB,2121,2,C. D. Hylton,0.7829,VA,200,2010
131613,Sacramento,Washington State,5,11,"Sacramento, CA, united states of america",Devontae Butler,RB,2122,2,Grant Union,0.7821,CA,180,2010
131614,Lebanon,Ohio,6,1,"Lebanon, OH, united states of america",Chase Cochran,WR,2123,2,Lebanon,0.7819,OH,156,2010
131615,Fort Walton Beach,Troy,6,2,"Fort Walton Beach, FL, united states of america",Luke Barnes,PRO,2124,2,Fort Walton Beach,0.7808,FL,205,2010
131616,Minneapolis,Minnesota,6,1,"Minneapolis, MN, united states of america",J.D. Pride,DUAL,2125,2,Totino-Grace,0.7808,MN,190,2010
131617,Nashville,Clemson,6,5,"Nashville, TN, united states of america",Sam Cooper,TE,2126,2,Ensworth,0.7806,TN,230,2010
131618,Las Vegas,UNLV,6,3,"Las Vegas, NV, united states of america",Tyler Gaston,SDE,2127,2,Rancho,0.7799,NV,260,2010
131619,Fort Lauderdale,Middle Tennessee State,5,10,"Fort Lauderdale, FL, united states of america",Khari Burke,CB,2128,2,South Plantation,0.7778,FL,164,2010
131620,Carrollton,Texas Tech,6,2,"Carrollton, GA, united states of america",Aundrey Barr,SDE,2129,2,Carrollton,0.7778,GA,230,2010
131621,Cleveland,Toledo,5,7,"Cleveland, OH, united states of america",Toney Foster,WR,2130,2,Glenville,0.7778,OH,152,2010
131622,Lake City,Troy,6,1,"Lake City, FL, united states of america",Brach Bessent,ILB,2131,2,Columbia,0.7778,FL,235,2010
131623,Opa Locka,UCF,6,6,"Opa Locka, FL, united states of america",Zach Soto,OT,2132,2,Monsignor Pace,0.7778,FL,265,2010
131624,Opa Locka,Purdue,6,0,"Opa Locka, FL, united states of america",Normondo Harris,ATH,2133,2,Monsignor Pace,0.7778,FL,180,2010
131625,Highland Park,Temple,6,0,"Highland Park, NJ, united states of america",Nate D Smith,ILB,2134,2,Highland Park,0.7778,NJ,220,2010
131626,Sandusky,Akron,6,2,"Sandusky, OH, united states of america",Nico Caponi,ILB,2135,2,Perkins,0.7778,OH,255,2010
131627,Oxford,Louisiana-Monroe,6,4,"Oxford, MS, united states of america",Jon Fisher,OT,2136,2,Oxford,0.7775,MS,285,2010
131628,Leander,Idaho,6,2,"Leander, TX, united states of america",Calvin Thompson,RB,2137,2,Vista Ridge,0.7771,TX,191,2010
131629,Manasquan,Rutgers,6,4,"Manasquan, NJ, united states of america",Rob Forst,OG,2138,2,Manasquan,0.7771,NJ,280,2010
131630,Fort Walton Beach,Troy,6,2,"Fort Walton Beach, FL, united states of america",Joe Lofton,S,2139,2,Fort Walton Beach,0.7764,FL,175,2010
131631,Morrilton,Louisiana-Monroe,5,8,"Morrilton, AR, united states of america",Justin Criswell,ATH,2140,2,Morrilton Sr.,0.7755,AR,181,2010
131632,Moscow,Idaho,5,9,"Moscow, ID, united states of america",Jayson Washington,RB,2141,2,Moscow Senior,0.7753,ID,155,2010
131633,Cheshire,Tulane,6,3,"Cheshire, CT, united states of america",Ian Wiggins,OT,2142,2,Cheshire Academy,0.7736,CT,265,2010
131634,Houston,Louisiana-Monroe,6,1,"Houston, TX, united states of america",Roland Veal,S,2143,2,Chavez,0.7722,TX,177,2010
131635,Woodstock,Middle Tennessee State,5,11,"Woodstock, GA, united states of america",Corey Carmichael,OLB,2144,2,Woodstock,0.7713,GA,205,2010
131636,Marianna,Troy,6,4,"Marianna, FL, united states of america",Dalton Bennett,OG,2145,2,Marianna,0.7704,FL,250,2010
131637,Keller,Arizona,6,3,"Keller, TX, united states of america",Cameron Allerheiligen,PRO,2146,2,Keller,0.7694,TX,190,2010
131638,Redondo Beach,Utah State,5,9,"Redondo Beach, CA, united states of america",Nick Diaz,K,2147,2,Redondo,0.7681,CA,180,2010
131639,San Leandro,Middle Tennessee State,5,8,"San Leandro, CA, united states of america",Tyler Mason,RB,2148,2,San Leandro,0.7667,CA,175,2010
131640,Cypress,Rice,5,10,"Cypress, TX, united states of america",Bryce Callahan,CB,2149,2,Cy Woods,0.7667,TX,170,2010
131641,Stone Mountain,Middle Tennessee State,5,11,"Stone Mountain, GA, united states of america",Chris Sharpe,CB,2150,2,Stephenson,0.7667,GA,175,2010
131642,Hiram,Middle Tennessee State,6,3,"Hiram, GA, united states of america",Leighton Gasque,OLB,2151,2,Hiram,0.7667,GA,190,2010
131643,Mobile,Middle Tennessee State,6,3,"Mobile, AL, united states of america",Pat McNeil,DT,2152,2,WP Davidson,0.7667,AL,280,2010
131644,Pasadena,Middle Tennessee State,5,9,"Pasadena, CA, united states of america",Arness Ikner,CB,2153,2,Pasadena,0.7667,CA,170,2010
132345,DeSoto,North Texas,6,0,"DeSoto, TX, united states of america",Zach Orr,ILB,2154,2,DeSoto,0.7667,TX,225,2010
132346,Mobile,Illinois,6,0,"Mobile, AL, united states of america",Jay Prosch,FB,2155,2,UMS-Wright Preparatory School,0.7667,AL,250,2010
132347,Waldorf,New Mexico,5,11,"Waldorf, MD, united states of america",Julian Blair,CB,2156,2,Westlake,0.7667,MD,180,2010
132348,Plaquemine,Memphis,6,3,"Plaquemine, LA, united states of america",Reggie Travis,WR,2157,2,Plaquemine,0.7667,LA,180,2010
132349,South Haven,Eastern Michigan,6,1,"South Haven, MI, united states of america",Kelip Goodwin,S,2158,2,South Haven,0.7667,MI,190,2010
132350,Ramona,Army,5,11,"Ramona, CA, united states of america",Ryan Morgan,RB,2159,2,Ramona,0.7667,CA,180,2010
132351,Vacaville,Nevada,6,2,"Vacaville, CA, united states of america",Brock Hekking,WDE,2160,2,Vacaville,0.7667,CA,223,2010
132352,Saint Marys,Northern Illinois,6,4,"Saint Marys, KS, united states of america",Luke Eakes,TE,2161,2,St Marys,0.7667,KS,230,2010
132353,Olympia,Idaho,6,7,"Olympia, WA, united states of america",Ben Westrum,OT,2162,2,A G West Black Hills,0.7667,WA,290,2010
132354,La Marque,Minnesota,6,1,"La Marque, TX, united states of america",Logan Hutton,WR,2163,2,La Marque,0.7667,TX,190,2010
132355,Glen Mills,Temple,6,7,"Glen Mills, PA, united states of america",Joe Cenatiempo,OT,2164,2,Garnet Valley,0.7667,PA,315,2010
132356,New Orleans,SMU,5,11,"New Orleans, LA, united states of america",Marice Sutton,S,2165,2,St. Augustine,0.7667,LA,190,2010
132357,Kingston,Western Michigan,6,2,"Kingston, PA, united states of america",Brendon Gannon,DT,2166,2,Wyoming Seminary Upper School,0.7667,PA,273,2010
132358,Southaven,Memphis,6,4,"Southaven, MS, united states of america",Chris Schuetz,OG,2167,2,Southaven,0.7667,MS,285,2010
132359,Huntington Beach,Hawaii,6,2,"Huntington Beach, CA, united states of america",Kody Afusia,OG,2168,2,Ocean View,0.7667,CA,295,2010
132360,Honey Grove,Rice,6,2,"Honey Grove, TX, united states of america",Zack Patt,ATH,2169,2,Honey Grove,0.7667,TX,212,2010
132361,Fort Lauderdale,Memphis,6,2,"Fort Lauderdale, FL, united states of america",Tesfa Samuels,WR,2170,2,Fort Lauderdale,0.7667,FL,175,2010
132362,Urbandale,Iowa State,6,1,"Urbandale, IA, united states of america",Jevoury Wedderburn,ATH,2171,2,Urbandale,0.7667,IA,190,2010
132363,Sycamore,Northern Illinois,5,8,"Sycamore, IL, united states of america",Marckie Hayes,CB,2172,2,Sycamore,0.7667,IL,180,2010
132364,Columbia,Buffalo,6,1,"Columbia, SC, united states of america",Aaron Walters,WR,2173,2,Hammond School,0.7667,SC,180,2010
